"Payment recipients by postcode and payment type, March 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,0,0,<20,0,0,0,0,0,0,0,0,<20,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,0,0,<20,0,0,0,0,0,0,<20,<20,<20,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,0,0,<20,0,0,0,0,0,<20,0,0,<20,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,0,0,0,0,0,0,0,0,<20,0,0,0,0,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,0,0,<20,0,<20,0,0,0,0,0,0,<20,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,0,0,<20,0,0,0,0,0,0,0,0,<20,0,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,0,0,0,0,0,0,0,0,0,<20,<20,<20,<20,<20,0,0,0,0,<20,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,0,0,<20,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,<20,<20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,0,0,<20,0,0,0,0,0,<20,<20,<20,<20,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,0,0,<20,0,0,0,0,0,0,<20,<20,<20,0,<20,0,<20,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,0,0,<20,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,0,0,0,0,0,0,0,0,0,<20,<20,<20,0,0,0,0,0,0,0,0,0,<20,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,0,0,0,0,0,0,0,0,0,<20,<20,<20,0,<20,<20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,0,0,0,0,0,0,0,0,0,<20,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,0,0,<20,0,0,0,0,0,<20,<20,<20,<20,0,<20,0,<20,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,0,0,0,0,0,0,0,0,<20,<20,<20,<20,0,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,0,0,0,0,0,0,0,0,<20,<20,<20,<20,<20,0,0,0,0,0,0,0,0,0,0,0,0,<20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,0,0,0,0,0,0,0,0,<20,<20,<20,<20,0,<20,<20,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,0,0,0,0,0,0,0,0,0,<20,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,<20,0,427,34,83,<20,44,0,289,351,310,530,111,335,20,41,<20,897,180,<20,<20,<20,0,<20,0,<20,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,<20,0,<20,0,0,0,0,0,<20,0,<20,<20,<20,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,0,0,<20,0,0,0,0,0,0,<20,<20,<20,0,0,0,<20,0,<20,0,0,0,0,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,<20,0,0,0,0,0,0,0,0,0,0,<20,<20,0,0,0,0,0,0,0,0,0,0,0,0,<20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,37,<20,205,36,44,0,24,0,112,170,151,262,100,143,<20,<20,<20,406,27,0,<20,<20,0,0,0,<20,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,<20,<20,220,49,35,0,<20,0,199,121,107,353,138,222,<20,25,<20,531,<20,0,<20,<20,0,0,0,<20,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,<20,<20,420,<20,107,<20,51,0,184,294,276,320,65,191,<20,49,<20,774,145,<20,<20,<20,0,0,0,<20,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,<20,<20,"1,353",107,183,<20,92,0,"1,416",266,249,"1,186",253,"1,104",<20,46,0,"3,229",147,<20,<20,22,0,0,0,36,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,<20,<20,"1,001",66,149,<20,72,0,683,230,221,656,122,549,<20,53,<20,"1,956",214,<20,<20,<20,0,0,0,<20,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,0,0,0,0,0,0,0,0,<20,0,0,<20,0,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,<20,<20,318,27,88,<20,38,0,144,245,239,334,86,186,<20,33,0,589,37,0,<20,<20,0,0,0,<20,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,<20,<20,"1,207",80,214,0,119,0,901,253,239,711,179,605,<20,59,<20,"2,540",62,<20,24,28,0,<20,0,34,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,21,25,"1,368",61,351,<20,206,<20,"1,019",619,582,740,142,620,28,142,<20,"3,015",25,<20,<20,29,0,<20,<20,43,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,<20,<20,"1,597",21,402,<20,165,0,476,905,771,803,146,411,71,83,<20,"2,491",170,<20,<20,<20,0,<20,<20,25,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,<20,<20,"1,016",<20,200,<20,70,0,210,475,424,369,59,207,<20,57,0,"1,452",62,<20,<20,<20,0,0,0,<20,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,<20,<20,"1,231",<20,294,<20,117,0,331,623,542,519,120,286,25,60,<20,"1,866",105,<20,<20,<20,0,<20,<20,21,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,0,<20,691,46,78,<20,<20,0,190,172,162,348,115,196,<20,<20,0,973,281,0,<20,<20,0,<20,0,<20,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,<20,<20,751,23,139,<20,44,0,154,249,222,349,82,208,<20,23,0,"1,044",235,<20,<20,<20,0,0,0,<20,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,<20,<20,247,<20,67,<20,<20,0,79,179,166,177,39,79,<20,22,0,388,183,0,0,<20,0,0,0,<20,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,<20,<20,912,21,118,<20,33,0,169,257,242,266,71,137,<20,27,<20,"1,182",194,<20,<20,<20,0,<20,0,<20,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,0,0,474,<20,54,<20,<20,0,71,96,84,128,49,61,<20,<20,0,588,229,<20,<20,<20,0,0,0,<20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,<20,0,"1,718",68,346,<20,114,0,542,738,661,935,213,535,40,100,<20,"2,627",365,<20,<20,21,0,<20,0,<20,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,0,0,377,<20,58,<20,<20,0,54,107,100,121,23,66,<20,<20,0,475,204,0,<20,<20,0,0,0,<20,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,<20,0,204,<20,31,0,<20,0,37,77,71,92,30,52,<20,<20,<20,277,145,0,0,<20,0,0,0,<20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,0,<20,550,<20,89,<20,<20,0,97,286,255,249,55,126,<20,36,0,743,258,<20,<20,<20,0,0,0,<20,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,0,0,518,<20,131,<20,31,0,99,279,242,298,76,129,<20,30,<20,732,337,<20,<20,<20,0,0,<20,<20,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,<20,<20,"2,154",79,362,<20,94,0,410,834,779,889,249,414,30,90,<20,"2,881",557,<20,<20,<20,0,<20,<20,27,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,<20,<20,"1,450",29,305,<20,109,0,404,485,441,604,222,270,22,61,0,"2,129",258,<20,<20,<20,0,<20,<20,<20,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,30,<20,725,45,134,<20,37,0,146,284,260,426,189,152,<20,26,<20,980,225,<20,<20,<20,0,0,<20,<20,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,<20,<20,"1,331",47,230,<20,87,0,508,490,474,556,177,313,<20,75,<20,"2,125",333,<20,<20,<20,0,<20,<20,21,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,<20,<20,"3,430",55,765,<20,275,0,971,"1,278","1,118","1,218",289,644,53,183,<20,"5,140",667,<20,<20,41,0,<20,<20,54,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,<20,32,"3,160",34,684,31,279,<20,"1,104","1,541","1,348","1,347",282,717,65,286,<20,"5,157",449,<20,<20,34,0,<20,<20,78,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,<20,24,993,87,243,<20,142,0,717,418,407,747,243,445,<20,105,<20,"2,103",179,<20,<20,<20,0,<20,0,44,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,<20,<20,519,32,75,<20,21,0,162,172,164,293,92,181,<20,<20,0,774,110,<20,0,<20,0,0,0,<20,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,<20,<20,367,<20,60,<20,22,0,153,159,149,237,55,196,<20,20,<20,623,101,<20,0,<20,0,0,<20,<20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,21,<20,"1,708",63,349,<20,125,<20,634,641,645,763,224,401,<20,98,<20,"2,733",193,<20,<20,<20,0,<20,0,39,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,<20,0,850,28,125,<20,34,0,362,280,263,311,80,189,<20,48,0,"1,375",347,<20,0,<20,0,<20,0,<20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,<20,<20,832,186,187,<20,69,0,452,404,377,992,398,559,31,44,<20,"1,578",83,<20,<20,<20,0,<20,<20,28,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,<20,<20,257,27,38,<20,<20,0,153,156,142,220,58,138,<20,<20,<20,484,27,0,0,<20,0,<20,0,<20,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,<20,<20,645,43,165,<20,73,0,210,298,275,398,122,247,<20,37,<20,"1,058",29,<20,<20,<20,0,0,0,<20,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,<20,0,894,<20,217,<20,53,0,131,178,153,181,54,75,<20,20,<20,"1,125",173,0,0,<20,0,<20,0,<20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,<20,<20,"2,984",27,604,<20,172,<20,518,843,762,734,204,338,29,100,<20,"3,931",490,<20,<20,21,0,<20,<20,22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,0,0,918,<20,156,<20,28,0,125,266,240,239,69,91,<20,29,0,"1,142",341,<20,<20,<20,0,0,<20,<20,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,<20,<20,589,47,89,<20,<20,0,168,182,161,370,129,211,<20,<20,<20,861,92,<20,<20,<20,0,<20,0,<20,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,<20,<20,861,64,166,<20,63,0,383,315,289,607,179,410,<20,59,0,"1,500",102,<20,<20,<20,0,<20,<20,28,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,<20,0,243,59,46,0,<20,0,262,115,121,293,143,150,<20,<20,0,598,29,<20,<20,<20,0,0,0,<20,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,<20,<20,0,<20,0,0,0,0,<20,0,0,<20,<20,<20,0,0,0,<20,0,0,0,0,0,0,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,0,0,<20,0,0,0,0,0,0,0,0,0,0,<20,0,0,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,0,0,<20,0,<20,0,<20,0,<20,<20,<20,<20,<20,<20,0,0,0,<20,<20,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,0,<20,<20,<20,0,0,0,0,<20,<20,<20,<20,<20,<20,0,<20,0,<20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,0,<20,650,29,72,<20,<20,0,136,164,175,226,76,120,<20,20,0,862,330,<20,<20,<20,0,0,0,<20,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,<20,0,363,<20,34,0,<20,0,135,54,53,90,20,72,<20,<20,0,543,149,0,<20,<20,0,0,0,<20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,0,0,342,<20,34,<20,<20,<20,75,140,143,120,30,64,<20,<20,0,465,184,<20,0,<20,0,0,0,<20,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,<20,0,260,<20,46,<20,<20,0,35,79,75,86,23,28,<20,<20,<20,319,237,<20,0,<20,0,0,0,<20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,<20,0,479,<20,91,<20,36,0,202,370,347,322,85,129,21,26,<20,792,142,0,<20,<20,0,0,0,<20,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,0,0,"1,204",54,193,<20,37,0,297,497,501,521,158,228,22,52,0,"1,675",603,<20,<20,<20,0,<20,<20,<20,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,<20,23,"1,751",39,303,<20,54,0,305,702,662,661,184,266,26,73,0,"2,305",730,<20,<20,<20,0,<20,0,<20,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,<20,<20,"1,543",40,225,<20,66,<20,230,885,761,854,258,274,54,51,0,"2,017",592,<20,38,22,0,<20,0,<20,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,0,0,"1,033",<20,185,<20,39,0,156,386,342,398,111,155,<20,<20,<20,"1,330",453,<20,<20,<20,0,<20,0,<20,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,0,0,696,<20,137,<20,27,<20,99,281,239,287,87,70,<20,<20,0,868,449,0,<20,<20,0,0,0,<20,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,0,0,668,<20,122,<20,<20,0,78,278,236,304,96,74,<20,<20,0,797,464,0,<20,<20,0,0,0,<20,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,0,0,542,<20,117,<20,20,<20,74,320,279,323,96,81,<20,<20,<20,676,504,0,<20,<20,0,<20,0,<20,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,<20,<20,366,<20,61,<20,<20,0,51,240,206,225,61,56,<20,<20,<20,466,272,<20,<20,<20,0,0,0,<20,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,<20,<20,738,20,161,<20,31,0,86,341,301,357,104,91,<20,23,0,921,541,<20,<20,<20,0,<20,0,<20,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,<20,<20,"1,804",23,236,<20,38,0,178,429,395,463,138,151,24,22,<20,"2,101","1,014",0,<20,<20,0,<20,0,<20,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,<20,0,"1,400",<20,214,<20,25,<20,132,497,455,444,104,102,27,31,<20,"1,647",900,<20,<20,<20,0,0,0,<20,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,0,26,"1,882",40,251,<20,38,0,314,597,542,603,190,182,25,44,<20,"2,363",850,<20,<20,<20,0,<20,0,<20,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,<20,<20,"2,956",90,454,23,144,0,783,"2,035","1,915","1,548",415,608,122,132,<20,"4,384",551,<20,41,31,0,<20,0,36,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,0,<20,578,<20,119,<20,25,0,108,291,282,244,65,87,<20,34,<20,800,87,<20,<20,<20,0,<20,0,<20,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,0,<20,160,<20,31,<20,<20,0,26,65,64,45,<20,<20,<20,<20,0,214,27,0,0,<20,0,<20,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,0,0,455,<20,94,<20,20,0,51,252,229,198,47,58,<20,<20,0,571,63,<20,0,<20,0,0,0,<20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,0,0,518,<20,79,<20,<20,0,74,234,212,143,35,57,<20,<20,0,655,56,<20,0,<20,0,0,<20,<20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,<20,0,207,<20,<20,<20,<20,0,54,70,51,57,<20,41,<20,<20,0,296,37,<20,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,0,0,252,<20,34,<20,<20,0,50,99,74,79,23,26,0,<20,<20,329,137,<20,0,<20,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,0,0,"1,466",<20,185,<20,39,0,117,274,227,238,63,68,<20,24,<20,"1,685",459,0,<20,<20,0,<20,0,<20,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,0,0,"1,164",<20,178,<20,46,0,117,415,352,281,69,94,<20,31,0,"1,418",347,<20,<20,<20,0,<20,<20,<20,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,0,0,"1,359",<20,167,<20,36,0,156,363,311,329,83,92,<20,34,0,"1,624",484,<20,0,<20,0,<20,<20,<20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,<20,<20,"1,335",31,208,<20,28,<20,182,459,434,441,107,180,<20,44,0,"1,650",900,<20,<20,<20,0,0,0,<20,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,0,0,533,20,62,<20,<20,0,100,210,198,225,56,114,<20,29,0,721,284,<20,0,<20,0,0,0,<20,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,<20,0,693,29,59,<20,<20,0,105,211,207,184,46,96,<20,21,0,855,387,0,0,<20,0,0,0,<20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,0,0,316,<20,87,<20,22,0,78,153,140,141,38,44,<20,<20,0,454,198,0,0,<20,0,0,0,<20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,<20,<20,"1,343",<20,223,<20,55,0,252,667,611,491,109,192,<20,55,<20,"1,816",560,<20,<20,<20,0,0,<20,<20,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,0,0,323,<20,41,<20,<20,0,42,118,122,110,31,51,<20,<20,0,410,204,<20,0,<20,0,0,0,<20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,0,0,829,29,92,<20,<20,0,284,251,235,264,79,172,<20,30,0,"1,242",449,<20,0,<20,0,0,0,<20,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,0,<20,780,22,118,<20,32,0,177,460,421,283,67,117,<20,60,0,"1,112",257,<20,0,<20,0,<20,0,<20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,<20,0,"1,259",<20,184,<20,39,0,164,580,506,382,93,157,<20,72,0,"1,617",377,<20,<20,<20,0,0,<20,<20,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,<20,<20,"3,646",43,550,23,176,0,827,"1,977","1,643","1,418",254,747,86,215,<20,"5,205",639,<20,<20,23,0,0,<20,47,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,<20,<20,"2,002",36,246,<20,70,<20,359,780,659,601,152,239,24,73,0,"2,618",466,<20,<20,<20,0,<20,0,24,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,<20,<20,"1,912",26,226,<20,44,0,255,718,635,467,82,202,<20,80,0,"2,374",422,<20,<20,<20,0,0,<20,<20,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,0,0,610,<20,82,<20,<20,0,53,318,264,172,45,54,<20,25,0,741,121,0,0,<20,0,0,<20,<20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,<20,0,"1,171",<20,133,<20,28,0,125,375,317,268,60,92,<20,39,<20,"1,406",385,<20,<20,<20,0,0,0,<20,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,0,0,560,<20,40,<20,<20,0,29,57,43,59,<20,24,<20,<20,0,616,231,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,0,0,113,<20,<20,0,<20,0,20,74,59,44,<20,<20,0,<20,0,161,92,<20,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,0,0,656,<20,100,<20,22,0,96,362,316,243,68,104,<20,47,<20,888,255,<20,<20,<20,0,0,0,<20,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,<20,<20,"1,154",<20,142,<20,27,0,112,506,419,363,102,151,<20,52,0,"1,429",510,<20,<20,<20,0,0,0,<20,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,0,0,101,<20,<20,0,<20,0,20,39,32,33,<20,<20,<20,<20,0,134,90,0,0,<20,0,0,0,<20,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,<20,0,0,0,0,0,0,0,0,<20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,<20,23,769,<20,100,<20,26,0,141,159,137,157,46,77,<20,25,0,"1,001",273,0,<20,<20,0,0,<20,<20,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,0,<20,"1,375",<20,204,<20,70,0,331,457,395,384,80,175,22,40,<20,"1,914",332,<20,<20,<20,0,<20,<20,<20,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,<20,<20,"2,977",62,616,22,226,<20,647,"1,353","1,174","1,173",317,451,79,106,<20,"4,175",511,<20,<20,39,0,<20,<20,29,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,<20,<20,"1,858",48,335,<20,127,<20,618,739,624,648,190,277,42,45,0,"2,786",329,<20,<20,22,0,<20,<20,<20,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,<20,<20,"1,714",61,349,<20,123,<20,398,"1,083",981,959,292,395,62,71,<20,"2,495",310,<20,27,31,0,<20,<20,<20,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,0,<20,982,<20,306,<20,176,0,487,719,633,584,119,295,49,75,<20,"1,891",92,<20,<20,<20,0,<20,<20,25,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,<20,<20,612,<20,157,<20,89,0,274,414,386,363,83,184,26,53,<20,"1,126",42,<20,<20,<20,0,0,<20,<20,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,<20,<20,"1,921",54,484,<20,227,<20,740,"1,370","1,215","1,300",329,586,91,147,<20,"3,287",301,<20,29,<20,0,<20,<20,45,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,<20,<20,"2,100",57,357,<20,110,0,325,"1,442","1,207","1,243",388,416,87,87,<20,"2,822",644,<20,29,23,0,<20,0,<20,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
